GlobalNodeId,Points:0,Points:1
6042,0.00472161,0.119836
6025,0.00472147,0.120225
6028,0.00472162,0.120614
6011,0.0047219,0.121003
6014,0.00472224,0.121392
5997,0.00472258,0.121781
6000,0.00472285,0.12217
5983,0.00472315,0.12256
5986,0.00472345,0.122949
5969,0.00472387,0.123338
5972,0.00472453,0.123726
5955,0.0047255,0.124115
5958,0.00472709,0.124504
5941,0.0047291,0.124892
5944,0.00473209,0.12528
5920,0.00473534,0.125669
5924,0.00473929,0.126057
5917,0.00474257,0.126447
8195,0.00474251,0.126823
8181,0.00474164,0.127198
8184,0.00474071,0.127573
8160,0.00473964,0.127948
8164,0.0047385,0.128323
8157,0.00473722,0.128698
