time,corrected_accel,corrected_disp,corrected_vel
2.385,-8.0709137736583,3.0289534074007,6.8317140582165
2.39,-8.1757308356539,3.0630103051416,6.7910974466932
2.395,-8.2805478976494,3.0968628096117,6.74995674986
2.4,-8.3853649596451,3.1305083003843,6.7082919677167
2.405,-8.4901820216407,3.1639441570329,6.6661031002635
2.41,-8.5949990836362,3.197167759131,6.6233901475003
2.415,-8.6998161456318,3.230176486252,6.5801531094272
2.42,-8.8046332076273,3.2629677179693,6.536391986044
2.425,-8.9094502696229,3.2955388338565,6.4921067773509
2.43,-9.0142673316184,3.3278872134869,6.4472974833478
2.435,-9.1190843936141,3.360010236434,6.4019641040347
2.44,-9.2239014556096,3.3919052822713,6.3561066394117
2.445,-9.3287185176052,3.4235697305722,6.3097250894786
2.45,-9.4335355796007,3.4550009609102,6.2628194542356
2.455,-9.5383526415963,3.4861963528586,6.2153897336826
2.46,-9.6431697035919,3.5171532859911,6.1674359278196
2.465,-9.7479867655874,3.5478691398809,6.1189580366467
2.47,-9.852803827583,3.5783412941016,6.0699560601638
2.475,-9.9576208895785,3.6085671282266,6.0204299983709
2.48,-10.062437951574,3.6385440218294,5.970379851268
2.485,-10.16725501357,3.6682693544833,5.9198056188551
2.49,-10.272072075565,3.697740505762,5.8687073011323
2.495,-10.376889137561,3.7269548552387,5.8170848980995
2.5,-10.481706199556,3.755909782487,5.7649384097567
2.505,-10.586523261552,3.7846026670804,5.7122678361039
2.51,-10.691340323548,3.8130308885922,5.6590731771412
2.515,-10.796157385543,3.8411918265959,5.6053544328684
2.52,-10.900974447539,3.8690828606649,5.5511116032857
2.525,-11.005791509534,3.8967013703728,5.4963446883931
2.53,-11.11060857153,3.9240447352929,5.4410536881904
2.535,-11.215425633525,3.9511103349987,5.3852386026778
2.54,-11.320242695521,3.9778955490638,5.3288994318552
2.545,-11.425059757517,4.0043977570614,5.2720361757226
2.55,-11.529876819512,4.030614338565,5.21464883428
2.555,-11.634693881508,4.0565426731482,5.1567374075274
2.56,-11.739510943503,4.0821801403844,5.0983018954649
2.565,-11.844328005499,4.1075241198469,5.0393422980924
2.57,-11.949145067494,4.1325719911094,4.9798586154099
2.575,-12.05396212949,4.1573211337451,4.9198508474175
2.58,-12.158779191485,4.1817689273276,4.859318994115
2.585,-12.263596253481,4.2059127514303,4.7982630555026
2.59,-12.368413315477,4.2297499856267,4.7366830315802
2.595,-12.473230377472,4.2532780094902,4.6745789223478
2.6,-12.578047439468,4.2764942025943,4.6119507278055
2.605,-12.682864501463,4.2993959445123,4.5487984479532
2.61,-12.787681563459,4.3219806148179,4.4851220827909
2.615,-12.892498625454,4.3442455930843,4.4209216323186
2.62,-12.99731568745,4.3661882588851,4.3561970965363
2.625,-13.102132749446,4.3878059917937,4.2909484754441
2.63,-13.206949811441,4.4090961713836,4.2251757690419
2.635,-13.311766873437,4.4300561772282,4.1588789773297
2.64,-13.416583935432,4.450683388901,4.0920581003075
2.645,-13.521400997428,4.4709751859754,4.0247131379754
2.65,-13.626218059423,4.4909289480248,3.9568440903332
2.655,-13.731035121419,4.5105420546228,3.8884509573811
2.66,-13.835852183415,4.5298118853427,3.8195337391191
2.665,-13.94066924541,4.5487358197581,3.750092435547
2.67,-14.045486307406,4.5673112374423,3.6801270466649
2.675,-14.150303369401,4.5855355179688,3.6096375724729
2.68,-14.255120431397,4.603406040911,3.5386240129709
2.685,-14.359937493392,4.6209201858425,3.467086368159
2.69,-14.464754555388,4.6380753323367,3.395024638037
2.695,-14.569571617384,4.654868859967,3.3224388226051
2.7,-14.674388679379,4.6712981483068,3.2493289218632
2.705,-14.779205741375,4.6873605769297,3.1756949358113
2.71,-14.88402280337,4.703053525409,3.1015368644495
2.715,-14.988839865366,4.7183743733183,3.0268547077776
2.72,-15.093656927361,4.7333205002309,2.9516484657958
2.725,-15.198473989357,4.7478892857203,2.875918138504
2.73,-15.303291051353,4.76207810936,2.7996637259022
2.735,-15.408108113348,4.7758843507234,2.7228852279905
2.74,-15.512925175344,4.7893053893839,2.6455826447687
2.745,-15.617742237339,4.8023386049151,2.567755976237
2.75,-15.722559299335,4.8149813768904,2.4894052223953
2.755,-15.82737636133,4.8272310848831,2.4105303832437
2.76,-15.932193423326,4.8390851084669,2.331131458782
2.765,-16.037010485322,4.850540827215,2.2512084490104
2.77,-16.141827547317,4.861595620701,2.1707613539288
2.775,-16.246644609313,4.8722468684984,2.0897901735373
2.78,-16.351461671308,4.8824919501805,2.0082949078357
2.785,-16.456278733304,4.8923282453208,1.9262755568242
2.79,-16.561095795299,4.9017531334928,1.8437321205027
2.795,-16.665912857295,4.9107639942699,1.7606645988712
2.8,-16.770729919291,4.9193582072256,1.6770729919297
2.805,-16.875546981286,4.9275331519333,1.5929572996783
2.81,-16.980364043282,4.9352862079664,1.5083175221169
2.815,-17.085181105277,4.9426147548985,1.4231536592455
2.82,-17.189998167273,4.949516172303,1.3374657110641
2.825,-17.294815229268,4.9559878397532,1.2512536775728
2.83,-17.399632291264,4.9620271368228,1.1645175587714
2.835,-17.50444935326,4.967631443085,1.0772573546601
2.84,-17.609266415255,4.9727981381134,0.98947306523884
2.845,-17.714083477251,4.9775246014815,0.90116469050756
2.85,-17.818900539246,4.9818082127626,0.81233223046633
2.855,-17.923717601242,4.9856463515302,0.72297568511511
2.86,-18.028534663237,4.9890363973578,0.63309505445391
2.865,-18.133351725233,4.9919757298188,0.54269033848274
2.87,-18.238168787228,4.9944617284867,0.45176153720158
2.875,-18.342985849224,4.9964917729349,0.36030865061047
2.88,-18.44780291122,4.9980632427369,0.26833167870936
2.885,-18.552619973215,4.9991735174661,0.17583062149827
2.89,-18.657437035211,4.9998199766959,0.082805478977207
2.895,-18.762254097206,4.9999999999999,-0.01074374885384
2.9,-18.867071159202,4.9997109669515,-0.10481706199485
2.905,-18.971888221197,4.998950257124,-0.19941446044584
2.91,-19.076705283193,4.9977152500911,-0.29453594420681
2.915,-19.181522345189,4.996003325426,-0.39018151327777
2.92,-19.286339407184,4.9938118627024,-0.48635116765871
2.925,-19.39115646918,4.9911382414935,-0.5830449073496
2.93,-19.495973531175,4.9879798413729,-0.6802627323505
2.935,-19.600790593171,4.9843340419141,-0.77800464266135
2.94,-19.705607655166,4.9801982226904,-0.87627063828221
2.945,-19.810424717162,4.9755697632753,-0.97506071921301
2.95,-19.915241779158,4.9704460432423,-1.0743748854538
2.955,-20.020058841153,4.9648244421649,-1.1742131370046
2.96,-20.124875903149,4.9587023396164,-1.2745754738653
2.965,-20.229692965144,4.9520771151703,-1.3754618960361
2.97,-20.33451002714,4.9449461484001,-1.4768724035168
2.975,-20.439327089135,4.9373068188792,-1.5788069963075
2.98,-20.544144151131,4.9291565061811,-1.6812656744081
2.985,-20.648961213127,4.9204925898792,-1.7842484378188
2.99,-20.753778275122,4.911312449547,-1.8877552865394
2.995,-20.858595337118,4.9016134647578,-1.99178622057
3,-20.963412399113,4.8913930150853,-2.0963412399106
3.005,-20.732814862726,4.8806505764441,-2.2005818080651
3.01,-20.502217326336,4.8693898174312,-2.3036693885378
3.015,-20.271619789945,4.8576165029852,-2.4056039813285
3.02,-20.041022253555,4.8453363980445,-2.5063855864373
3.025,-19.810424717165,4.8325552675474,-2.6060142038641
3.03,-19.579827180775,4.8192788764324,-2.7044898336089
3.035,-19.349229644384,4.8055129896379,-2.8018124756718
3.04,-19.118632107994,4.7912633721022,-2.8979821300527
3.045,-18.888034571604,4.7765357887639,-2.9929987967517
3.05,-18.657437035214,4.7613360045613,-3.0868624757688
3.055,-18.426839498823,4.7456697844327,-3.1795731671039
3.06,-18.196241962433,4.7295428933168,-3.271130870757
3.065,-17.965644426043,4.7129610961517,-3.3615355867282
3.07,-17.735046889653,4.695930157876,-3.4507873150174
3.075,-17.504449353262,4.6784558434281,-3.5388860556247
3.08,-17.273851816872,4.6605439177464,-3.6258318085501
3.085,-17.043254280482,4.6422001457692,-3.7116245737934
3.09,-16.812656744092,4.623430292435,-3.7962643513549
3.095,-16.582059207701,4.6042401226822,-3.8797511412343
3.1,-16.351461671311,4.5846354014492,-3.9620849434319
3.105,-16.120864134921,4.5646218936744,-4.0432657579475
3.11,-15.890266598531,4.5442053642963,-4.1232935847811
3.115,-15.65966906214,4.5233915782531,-4.2021684239327
3.12,-15.42907152575,4.5021863004835,-4.2798902754025
3.125,-15.19847398936,4.4805952959256,-4.3564591391902
3.13,-14.96787645297,4.4586243295181,-4.4318750152961
3.135,-14.737278916579,4.4362791661993,-4.5061379037199
3.14,-14.506681380189,4.4135655709075,-4.5792478044619
3.145,-14.276083843799,4.3904893085812,-4.6512047175218
3.15,-14.045486307409,4.3670561441588,-4.7220086428998
3.155,-13.814888771018,4.3432718425788,-4.7916595805959
3.16,-13.584291234628,4.3191421687794,-4.86015753061
3.165,-13.353693698238,4.2946728876992,-4.9275024929422
3.17,-13.123096161848,4.2698697642765,-4.9936944675924
3.175,-12.892498625457,4.2447385634498,-5.0587334545607
3.18,-12.661901089067,4.2192850501575,-5.122619453847
3.185,-12.431303552677,4.1935149893379,-5.1853524654513
3.19,-12.200706016287,4.1674341459295,-5.2469324893737
3.195,-11.970108479896,4.1410482848707,-5.3073595256142
3.2,-11.739510943506,4.1143631710999,-5.3666335741727
3.205,-11.508913407116,4.0873845695555,-5.4247546350492
3.21,-11.278315870726,4.060118245176,-5.4817227082439
3.215,-11.047718334335,4.0325699628997,-5.5375377937565
3.22,-10.817120797945,4.004745487665,-5.5921998915872
3.225,-10.586523261555,3.9766505844103,-5.645709001736
3.23,-10.355925725164,3.9482910180742,-5.6980651242027
3.235,-10.125328188774,3.9196725535949,-5.7492682589876
3.24,-9.894730652384,3.8908009559108,-5.7993184060905
3.245,-9.6641331159938,3.8616819899605,-5.8482155655114
3.25,-9.4335355796035,3.8323214206823,-5.8959597372504
3.255,-9.2029380432133,3.8027250130145,-5.9425509213075
3.26,-8.9723405068231,3.7728985318957,-5.9879891176826
3.265,-8.7417429704327,3.7428477422643,-6.0322743263757
3.27,-8.5111454340425,3.7125784090585,-6.0754065473869
3.275,-8.2805478976522,3.6820962972169,-6.1173857807161
3.28,-8.049950361262,3.6514071716779,-6.1582120263634
3.285,-7.8193528248718,3.6205167973799,-6.1978852843287
3.29,-7.5887552884815,3.5894309392612,-6.2364055546121
3.295,-7.3581577520913,3.5581553622603,-6.2737728372135
3.3,-7.1275602157011,3.5266958313156,-6.309987132133
3.305,-6.8969626793108,3.4950581113655,-6.3450484393706
3.31,-6.6663651429205,3.4632479673484,-6.3789567589261
3.315,-6.4357676065303,3.4312711642028,-6.4117120907998
3.32,-6.20517007014,3.399133466867,-6.4433144349914
3.325,-5.9745725337498,3.3668406402794,-6.4737637915012
3.33,-5.7439749973595,3.3343984493785,-6.5030601603289
3.335,-5.5133774609693,3.3018126591027,-6.5312035414747
3.34,-5.2827799245791,3.2690890343903,-6.5581939349386
3.345,-5.0521823881887,3.2362333401799,-6.5840313407205
3.35,-4.8215848517985,3.2032513414097,-6.6087157588205
3.355,-4.5909873154082,3.1701488030182,-6.6322471892385
3.36,-4.360389779018,3.1369314899438,-6.6546256319746
3.365,-4.1297922426278,3.103605167125,-6.6758510870287
3.37,-3.8991947062375,3.0701755995001,-6.6959235544009
3.375,-3.6685971698473,3.0366485520076,-6.7148430340911
3.38,-3.4379996334571,3.0030297895858,-6.7326095260994
3.385,-3.2074020970667,2.9693250771731,-6.7492230304256
3.3899999999999,-2.9768045606765,2.9355401797081,-6.76468354707
3.3949999999999,-2.7462070242862,2.901680862129,-6.7789910760324
3.3999999999999,-2.515609487896,2.8677528893743,-6.7921456173129
3.4049999999999,-2.2850119515058,2.8337620263824,-6.8041471709114
3.4099999999999,-2.0544144151155,2.7997140380917,-6.8149957368279
3.4149999999999,-1.8238168787253,2.7656146894407,-6.8246913150625
3.4199999999999,-1.593219342335,2.7314697453676,-6.8332339056152
3.4249999999999,-1.3626218059447,2.6972849708111,-6.8406235084859
3.4299999999999,-1.1320242695545,2.6630661307094,-6.8468601236746
3.4349999999999,-0.90142673316425,2.6288189900009,-6.8519437511814
3.4399999999999,-0.670829196774,2.5945493136241,-6.8558743910063
3.4449999999999,-0.44023166038377,2.5602628665174,-6.8586520431492
3.4499999999999,-0.20963412399354,2.5259654136192,-6.8602767076101
3.4549999999999,0.020963412396797,2.4916627198678,-6.8607483843891
3.4599999999999,0.25156094878704,2.4573605502018,-6.8600670734861
3.4649999999999,0.48215848517729,2.4230646695595,-6.8582327749012
3.4699999999999,0.71275602156751,2.3887808428794,-6.8552454886344
3.4749999999999,0.94335355795775,2.3545148350998,-6.8511052146855
3.4799999999999,1.173951094348,2.320272411159,-6.8458119530548
3.4849999999999,1.4045486307382,2.2860593359957,-6.8393657037421
3.4899999999999,1.6351461671286,2.2518813745482,-6.8317664667474
3.4949999999999,1.8657437035188,2.2177442917548,-6.8230142420708
3.4999999999999,2.096341239909,2.183653852554,-6.8131090297122
3.5049999999999,2.3269387762993,2.1496158218842,-6.8020508296717
3.5099999999999,2.5575363126895,2.1156359646839,-6.7898396419492
3.5149999999999,2.7881338490797,2.0817200458913,-6.7764754665448
3.5199999999999,3.01873138547,2.047873830445,-6.7619583034584
3.5249999999999,3.2493289218602,2.0141030832833,-6.7462881526901
3.5299999999999,3.4799264582505,1.9804135693446,-6.7294650142398
3.5349999999999,3.7105239946408,1.9468110535674,-6.7114888881076
3.5399999999999,3.941121531031,1.9133013008901,-6.6923597742934
3.5449999999999,4.1717190674213,1.8798900762511,-6.6720776727973
3.5499999999999,4.4023166038115,1.8465831445887,-6.6506425836192
3.5549999999999,4.6329141402018,1.8133862708414,-6.6280545067592
3.5599999999999,4.863511676592,1.7803052199476,-6.6043134422172
3.5649999999999,5.0941092129822,1.7473457568458,-6.5794193899933
3.5699999999999,5.3247067493726,1.7145136464742,-6.5533723500874
3.5749999999999,5.5553042857628,1.6818146537715,-6.5261723224995
3.5799999999999,5.785901822153,1.6492545436758,-6.4978193072298
3.5849999999999,6.0164993585433,1.6168390811257,-6.468313304278
3.5899999999999,6.2470968949335,1.5845740310595,-6.4376543136443
3.5949999999999,6.4776944313237,1.5524651584158,-6.4058423353287
3.5999999999999,6.708291967714,1.5205182281328,-6.3728773693311
3.6049999999999,6.9388895041042,1.488739005149,-6.3387594156515
3.6099999999999,7.1694870404946,1.4571332544029,-6.30348847429
3.6149999999999,7.4000845768848,1.4257067408327,-6.2670645452466
3.6199999999999,7.630682113275,1.394465229377,-6.2294876285212
3.6249999999999,7.8612796496653,1.363414484974,-6.1907577241138
3.6299999999999,8.0918771860555,1.3325602725624,-6.1508748320245
3.6349999999999,8.3224747224458,1.3019083570803,-6.1098389522533
3.6399999999999,8.553072258836,1.2714645034664,-6.0676500848001
3.6449999999999,8.7836697952263,1.2412344766589,-6.0243082296649
3.6499999999999,9.0142673316166,1.2112240415963,-5.9798133868478
3.6549999999999,9.2448648680068,1.1814389632169,-5.9341655563488
3.6599999999999,9.475462404397,1.1518850064593,-5.8873647381677
3.6649999999999,9.7060599407873,1.1225679362618,-5.8394109323048
3.6699999999999,9.9366574771775,1.0934935175628,-5.7903041387599
3.6749999999999,10.167255013568,1.0646675153008,-5.740044357533
3.6799999999999,10.397852549958,1.036095694414,-5.6886315886242
3.6849999999999,10.628450086348,1.0077838198411,-5.6360658320334
3.6899999999999,10.859047622739,0.97973765652027,-5.5823470877607
3.6949999999999,11.089645159129,0.95196296939001,-5.5274753558061
3.6999999999999,11.320242695519,0.92446552338875,-5.4714506361694
3.7049999999999,11.550840231909,0.89725108345484,-5.4142729288509
3.7099999999999,11.7814377683,0.8703254145268,-5.3559422338504
3.7149999999999,12.01203530469,0.8436942815429,-5.2964585511679
3.7199999999999,12.24263284108,0.81736344944163,-5.2358218808035
3.7249999999999,12.47323037747,0.7913386831614,-5.1740322227571
3.7299999999999,12.703827913861,0.76562574764059,-5.1110895770287
3.7349999999999,12.934425450251,0.74023040781766,-5.0469939436185
3.7399999999999,13.165022986641,0.71515842863099,-4.9817453225262
3.7449999999999,13.395620523031,0.69041557501898,-4.9153437137521
3.7499999999999,13.626218059422,0.66600761191999,-4.8477891172959
3.7549999999999,13.856815595812,0.64194030427255,-4.7790815331579
3.7599999999999,14.087413132202,0.61821941701496,-4.7092209613378
3.7649999999999,14.318010668592,0.5948507150857,-4.6382074018358
3.7699999999999,14.548608204983,0.57183996342318,-4.5660408546519
3.7749999999999,14.779205741373,0.54919292696572,-4.492721319786
3.7799999999999,15.009803277763,0.52691537065185,-4.4182487972382
3.7849999999999,15.240400814153,0.50501305941994,-4.3426232870084
3.7899999999999,15.470998350544,0.48349175820834,-4.2658447890966
3.7949999999999,15.701595886934,0.46235723195549,-4.1879133035029
3.7999999999999,15.932193423324,0.44161524559985,-4.1088288302273
3.8049999999999,16.162790959714,0.42127156407982,-4.0285913692697
3.8099999999999,16.393388496105,0.40133195233371,-3.9472009206302
3.8149999999999,16.623986032495,0.38180217530004,-3.8646574843087
3.8199999999999,16.854583568885,0.36268799791716,-3.7809610603052
3.8249999999999,17.085181105275,0.34399518512354,-3.6961116486198
3.8299999999999,17.315778641666,0.32572950185753,-3.6101092492525
3.8349999999999,17.546376178056,0.30789671305757,-3.5229538622032
3.8399999999999,17.776973714446,0.29050258366205,-3.4346454874719
3.8449999999999,18.007571250836,0.27355287860941,-3.3451841250587
3.8499999999999,18.238168787227,0.25705336283798,-3.2545697749636
3.8549999999999,18.468766323617,0.24100980128632,-3.1628024371865
3.8599999999999,18.699363860007,0.22542795889271,-3.0698821117274
3.8649999999999,18.929961396397,0.21031360059561,-2.9758087985864
3.8699999999999,19.160558932788,0.19567249133338,-2.8805824977634
3.8749999999999,19.391156469178,0.18151039604452,-2.7842032092585
3.8799999999999,19.621754005568,0.16783307966737,-2.6866709330716
3.8849999999999,19.852351541958,0.15464630714033,-2.5879856692028
3.8899999999999,20.082949078349,0.14195584340186,-2.4881474176521
3.8949999999999,20.313546614739,0.12976745339036,-2.3871561784194
3.8999999999999,20.544144151129,0.11808690204423,-2.2850119515047
3.9049999999999,20.774741687519,0.10691995430185,-2.1817147369081
3.9099999999999,21.00533922391,0.096272375101694,-2.0772645346295
3.9149999999999,21.2359367603,0.086149929382099,-1.971661344669
3.9199999999999,21.46653429669,0.076558382081562,-1.8649051670265
3.9249999999999,21.69713183308,0.067503498138419,-1.7569960017021
3.9299999999999,21.927729369471,0.058991042491107,-1.6479338486957
3.9349999999999,22.158326905861,0.051026780078003,-1.5377187080074
3.9399999999999,22.388924442251,0.043616475837545,-1.4263505796371
3.9449999999999,22.619521978641,0.036765894708181,-1.3138294635849
3.9499999999999,22.850119515032,0.030480801628265,-1.2001553598507
3.9549999999999,23.080717051422,0.02476696153623,-1.0853282684346
3.9599999999999,23.311314587812,0.01963013937047,-0.96934818933648
3.9649999999999,23.541912124202,0.015076100069393,-0.85221512255645
3.9699999999999,23.772509660593,0.011110608571478,-0.73392906809446
3.9749999999999,24.003107196983,0.007739429815032,-0.61449002595054
3.9799999999999,24.233704733373,0.0049683287385199,-0.49389799612465
3.9849999999999,24.464302269763,0.0028030702803208,-0.37215297861679
3.9899999999999,24.694899806154,0.0012494193788993,-0.24925497342701
3.9949999999999,24.925497342544,0.00031314097261985,-0.12520398055526
3.9999999999999,25.156094878934,-9.552661396281e-14,-1.581623720881e-12
