time,ground_displacement,relative_displacement,roof_displacement
-3.68,5.0623597823215,-0.92032867167892,5.9826884540004
-3.67,5.4401016085845,-5.0905259242154,10.5306275328
-3.66,5.7494234630059,-9.2496314842689,14.999054947275
-3.65,5.9855869515913,-13.318327810864,19.303914762455
-3.64,6.1449783692112,-17.215307581807,23.360285951018
-3.63,6.2251659398589,-20.862674709731,27.08784064959
-3.62,6.2249384543478,-24.195683095694,30.420621550041
-3.61,6.1443246946866,-27.15876366233,33.303088357016
-3.6,5.9845933373778,-29.696174384431,35.680767721809
-3.59,5.7482333357413,-31.751208861487,37.499442197228
-3.58,5.4389150892278,-33.275538622182,38.71445371141
-3.57,5.0614330106916,-34.22269949194,39.284132502632
-3.56,4.6216303959611,-34.554974784455,39.176605180417
-3.55,4.1263077791595,-34.259641251704,38.385949030863
-3.54,3.583116217675,-33.343461518068,36.926577735743
-3.53,3.0004371883582,-31.831671750057,34.832108938416
-3.52,2.3872509876865,-29.765471416213,32.152722403899
-3.51,1.7529957099469,-27.187467441558,28.940463151505
-3.5,1.1074190260921,-24.139528394141,25.246947420233
-3.49,0.46042509947937,-20.663745515762,21.124170615242
-3.48,-0.17808094858896,-16.803771253176,16.625690304587
-3.47,-0.79834857194555,-12.60605087802,11.807702306075
-3.46,-1.3909348796851,-8.1314697473286,6.7405348676435
-3.45,-1.9468528504292,-3.4586796713012,1.511826820872
-3.44,-2.4577123445392,1.330301745965,-3.7880140905041
-3.43,-2.9158516916446,6.1489577585622,-9.0648094502068
-3.42,-3.31445777947,10.910595535309,-14.225053314779
-3.41,-3.6476727512584,15.535397866037,-19.183070617295
-3.4,-3.9106856302614,19.948911634566,-23.859597264828
-3.39,-4.0998074274484,24.077611848072,-28.17741927552
-3.38,-4.2125285490461,27.844307583826,-32.056836132872
-3.37,-4.2475575996367,31.168878090399,-35.416435690036
-3.36,-4.2048409699202,33.972333307469,-38.177174277389
-3.35,-4.0855629012628,36.184370467315,-40.269933368578
-3.34,-3.8921260270157,37.752521862256,-41.644647889272
-3.33,-3.6281126984607,38.645604450987,-42.273717149448
-3.32,-3.2982277062487,38.853878346088,-42.152106052336
-3.31,-2.9082233015763,38.387365204306,-41.295588505883
-3.3,-2.4648077004624,37.266362056563,-39.731169757025
-3.29,-1.9755385149432,35.512364445331,-37.487902960274
-3.28,-1.4487027926888,33.148806584549,-34.597509377238
-3.27,-0.89318555770951,30.205166672606,-31.098352230316
-3.26,-0.31832892614064,26.717467846453,-27.035796772594
-3.25,0.26621598029647,22.733684018856,-22.467468038559
-3.24,0.85064198700152,18.31886722752,-17.468225240519
-3.23,1.4251412724981,13.55221486173,-12.127073589232
-3.22,1.9800607761968,8.5159241397599,-6.5358633635631
-3.21,2.5060551563821,3.2952864456398,-0.78923128925768
-3.2,2.9942348855463,-2.0256321430401,5.0198670285864
-3.19,3.436307146908,-7.3686516150755,10.804958761984
-3.18,3.824707309508,-12.648896762289,16.473604071797
-3.17,4.1527189078815,-17.777171576984,21.929890484865
-3.16,4.414580233624,-22.656909763521,27.071489997145
