time,acceleration,velocity,displacement
16.17500,-0.00081,-0.15061,0.18487
16.18000,-0.00087,-0.15474,0.18410
16.18500,-0.00091,-0.15911,0.18332
16.19000,-0.00095,-0.16367,0.18251
16.19500,-0.00097,-0.16839,0.18168
16.20000,-0.00094,-0.17306,0.18083
16.20500,-0.00094,-0.17767,0.17995
16.21000,-0.00090,-0.18218,0.17905
16.21500,-0.00083,-0.18641,0.17813
16.22000,-0.00080,-0.19039,0.17719
16.22500,-0.00072,-0.19410,0.17623
16.23000,-0.00063,-0.19742,0.17525
16.23500,-0.00056,-0.20035,0.17425
16.24000,-0.00051,-0.20297,0.17325
16.24500,-0.00045,-0.20532,0.17222
16.25000,-0.00038,-0.20735,0.17119
16.25500,-0.00031,-0.20903,0.17015
16.26000,-0.00023,-0.21035,0.16910
16.26500,-0.00017,-0.21132,0.16805
16.27000,-0.00010,-0.21198,0.16699
16.27500,0.00000,-0.21222,0.16593
16.28000,0.00007,-0.21204,0.16487
16.28500,0.00009,-0.21164,0.16381
16.29000,0.00012,-0.21111,0.16275
16.29500,0.00017,-0.21040,0.16170
16.30000,0.00021,-0.20948,0.16065
16.30500,0.00024,-0.20837,0.15960
16.31000,0.00026,-0.20714,0.15857
16.31500,0.00029,-0.20578,0.15753
16.32000,0.00029,-0.20435,0.15651
16.32500,0.00027,-0.20297,0.15549
16.33000,0.00027,-0.20165,0.15448
16.33500,0.00023,-0.20043,0.15347
16.34000,0.00022,-0.19933,0.15247
16.34500,0.00019,-0.19831,0.15148
16.35000,0.00015,-0.19746,0.15049
16.35500,0.00013,-0.19676,0.14950
16.36000,0.00010,-0.19621,0.14852
16.36500,0.00007,-0.19578,0.14754
16.37000,0.00006,-0.19546,0.14656
16.37500,0.00006,-0.19518,0.14559
16.38000,0.00007,-0.19487,0.14461
16.38500,0.00009,-0.19449,0.14364
16.39000,0.00012,-0.19399,0.14267
16.39500,0.00013,-0.19338,0.14170
16.40000,0.00018,-0.19262,0.14073
16.40500,0.00024,-0.19159,0.13977
16.41000,0.00028,-0.19032,0.13882
16.41500,0.00036,-0.18875,0.13787
16.42000,0.00041,-0.18688,0.13693
16.42500,0.00046,-0.18477,0.13600
16.43000,0.00052,-0.18237,0.13508
16.43500,0.00057,-0.17970,0.13418
16.44000,0.00062,-0.17678,0.13329
16.44500,0.00066,-0.17364,0.13241
16.45000,0.00067,-0.17038,0.13155
16.45500,0.00072,-0.16696,0.13071
16.46000,0.00072,-0.16345,0.12988
16.46500,0.00074,-0.15987,0.12907
16.47000,0.00079,-0.15610,0.12828
16.47500,0.00080,-0.15219,0.12751
16.48000,0.00084,-0.14818,0.12676
16.48500,0.00086,-0.14403,0.12603
16.49000,0.00087,-0.13978,0.12532
16.49500,0.00090,-0.13544,0.12463
16.50000,0.00090,-0.13104,0.12397
16.50500,0.00092,-0.12659,0.12332
16.51000,0.00092,-0.12208,0.12270
16.51500,0.00091,-0.11758,0.12210
16.52000,0.00090,-0.11312,0.12153
16.52500,0.00090,-0.10871,0.12097
16.53000,0.00090,-0.10431,0.12044
16.53500,0.00088,-0.09994,0.11993
16.54000,0.00090,-0.09556,0.11944
16.54500,0.00092,-0.09107,0.11897
16.55000,0.00095,-0.08649,0.11853
16.55500,0.00099,-0.08173,0.11811
16.56000,0.00100,-0.07685,0.11771
16.56500,0.00099,-0.07197,0.11734
16.57000,0.00101,-0.06706,0.11699
16.57500,0.00098,-0.06219,0.11667
16.58000,0.00094,-0.05748,0.11637
16.58500,0.00090,-0.05297,0.11609
16.59000,0.00083,-0.04872,0.11584
16.59500,0.00079,-0.04475,0.11561
16.60000,0.00076,-0.04095,0.11539
16.60500,0.00073,-0.03732,0.11520
16.61000,0.00071,-0.03380,0.11502
16.61500,0.00065,-0.03047,0.11486
16.62000,0.00063,-0.02734,0.11471
16.62500,0.00059,-0.02436,0.11458
16.63000,0.00057,-0.02154,0.11447
16.63500,0.00060,-0.01867,0.11437
16.64000,0.00062,-0.01566,0.11428
16.64500,0.00068,-0.01248,0.11421
16.65000,0.00072,-0.00904,0.11416
16.65500,0.00078,-0.00536,0.11412
16.66000,0.00086,-0.00134,0.11411
16.66500,0.00094,0.00308,0.11411
16.67000,0.00102,0.00790,0.11414
16.67500,0.00105,0.01298,0.11419
16.68000,0.00106,0.01815,0.11427
16.68500,0.00101,0.02321,0.11437
16.69000,0.00094,0.02799,0.11450
16.69500,0.00085,0.03239,0.11465
16.70000,0.00073,0.03626,0.11482
16.70500,0.00063,0.03960,0.11501
16.71000,0.00051,0.04240,0.11522
16.71500,0.00038,0.04459,0.11543
16.72000,0.00025,0.04615,0.11566
16.72500,0.00013,0.04709,0.11590
16.73000,0.00002,0.04746,0.11613
16.73500,-0.00007,0.04734,0.11637
16.74000,-0.00015,0.04681,0.11660
16.74500,-0.00021,0.04592,0.11684
16.75000,-0.00030,0.04467,0.11706
16.75500,-0.00037,0.04302,0.11728
16.76000,-0.00043,0.04105,0.11749
16.76500,-0.00048,0.03883,0.11769
16.77000,-0.00050,0.03644,0.11788
16.77500,-0.00053,0.03391,0.11806
16.78000,-0.00056,0.03123,0.11822
16.78500,-0.00060,0.02838,0.11837
16.79000,-0.00064,0.02533,0.11850
16.79500,-0.00065,0.02216,0.11862
16.80000,-0.00070,0.01884,0.11872
16.80500,-0.00071,0.01539,0.11881
16.81000,-0.00071,0.01191,0.11888
16.81500,-0.00073,0.00837,0.11893
16.82000,-0.00071,0.00483,0.11896
16.82500,-0.00072,0.00131,0.11898
16.83000,-0.00075,-0.00229,0.11898
16.83500,-0.00077,-0.00601,0.11895
16.84000,-0.00076,-0.00975,0.11892
16.84500,-0.00077,-0.01351,0.11886
16.85000,-0.00080,-0.01737,0.11878
16.85500,-0.00079,-0.02127,0.11868
16.86000,-0.00082,-0.02522,0.11857
16.86500,-0.00082,-0.02925,0.11843
16.87000,-0.00083,-0.03331,0.11827
16.87500,-0.00084,-0.03742,0.11810
16.88000,-0.00079,-0.04142,0.11790
16.88500,-0.00075,-0.04520,0.11768
16.89000,-0.00066,-0.04866,0.11745
16.89500,-0.00058,-0.05169,0.11720
16.90000,-0.00051,-0.05436,0.11693
16.90500,-0.00040,-0.05659,0.11666
16.91000,-0.00033,-0.05838,0.11637
16.91500,-0.00026,-0.05984,0.11607
16.92000,-0.00019,-0.06095,0.11577
16.92500,-0.00011,-0.06168,0.11546
16.93000,-0.00002,-0.06199,0.11515
16.93500,0.00006,-0.06191,0.11484
16.94000,0.00015,-0.06141,0.11454
16.94500,0.00020,-0.06056,0.11423
16.95000,0.00024,-0.05946,0.11393
16.95500,0.00029,-0.05814,0.11364
16.96000,0.00031,-0.05667,0.11335
16.96500,0.00033,-0.05510,0.11307
16.97000,0.00037,-0.05336,0.11280
16.97500,0.00039,-0.05149,0.11254
16.98000,0.00043,-0.04947,0.11228
16.98500,0.00048,-0.04724,0.11204
16.99000,0.00051,-0.04481,0.11181
16.99500,0.00055,-0.04219,0.11159
17.00000,0.00059,-0.03940,0.11139
17.00500,0.00062,-0.03642,0.11120
17.01000,0.00066,-0.03327,0.11103
17.01500,0.00068,-0.02998,0.11087
17.02000,0.00070,-0.02658,0.11073
17.02500,0.00067,-0.02321,0.11060
17.03000,0.00064,-0.01999,0.11049
17.03500,0.00066,-0.01680,0.11040
17.04000,0.00065,-0.01358,0.11033
17.04500,0.00062,-0.01046,0.11027
17.05000,0.00063,-0.00740,0.11022
17.05500,0.00062,-0.00435,0.11019
17.06000,0.00060,-0.00135,0.11018
17.06500,0.00060,0.00161,0.11018
17.07000,0.00058,0.00451,0.11019
17.07500,0.00053,0.00725,0.11022
17.08000,0.00047,0.00970,0.11027
17.08500,0.00043,0.01189,0.11032
17.09000,0.00036,0.01383,0.11038
17.09500,0.00028,0.01539,0.11046
17.10000,0.00024,0.01665,0.11054
17.10500,0.00017,0.01766,0.11062
17.11000,0.00014,0.01843,0.11071
17.11500,0.00013,0.01910,0.11081
17.12000,0.00008,0.01962,0.11090
17.12500,0.00009,0.02003,0.11100
17.13000,0.00007,0.02042,0.11110
17.13500,0.00006,0.02074,0.11121
17.14000,0.00005,0.02100,0.11131
17.14500,0.00000,0.02114,0.11142
17.15000,-0.00002,0.02110,0.11152
17.15500,-0.00007,0.02087,0.11163
17.16000,-0.00015,0.02035,0.11173
17.16500,-0.00022,0.01945,0.11183
17.17000,-0.00032,0.01811,0.11192
17.17500,-0.00042,0.01629,0.11201
17.18000,-0.00055,0.01391,0.11209
17.18500,-0.00071,0.01083,0.11215
17.19000,-0.00084,0.00705,0.11219
17.19500,-0.00095,0.00268,0.11222
17.20000,-0.00108,-0.00228,0.11222
17.20500,-0.00118,-0.00780,0.11219
17.21000,-0.00125,-0.01376,0.11214
17.21500,-0.00131,-0.02006,0.11206
17.22000,-0.00136,-0.02661,0.11194
17.22500,-0.00140,-0.03336,0.11179
17.23000,-0.00141,-0.04026,0.11161
17.23500,-0.00143,-0.04724,0.11139
17.24000,-0.00143,-0.05424,0.11113
17.24500,-0.00140,-0.06117,0.11085
17.25000,-0.00137,-0.06796,0.11052
17.25500,-0.00130,-0.07449,0.11017
17.26000,-0.00120,-0.08062,0.10978
17.26500,-0.00113,-0.08635,0.10936
17.27000,-0.00104,-0.09169,0.10892
17.27500,-0.00092,-0.09651,0.10844
17.28000,-0.00083,-0.10080,0.10795
17.28500,-0.00072,-0.10458,0.10744
17.29000,-0.00066,-0.10795,0.10691
17.29500,-0.00061,-0.11107,0.10636
17.30000,-0.00057,-0.11397,0.10580
17.30500,-0.00055,-0.11673,0.10522
17.31000,-0.00053,-0.11939,0.10463
17.31500,-0.00052,-0.12197,0.10403
17.32000,-0.00052,-0.12452,0.10341
17.32500,-0.00052,-0.12706,0.10278
17.33000,-0.00051,-0.12959,0.10214
17.33500,-0.00047,-0.13200,0.10148
17.34000,-0.00044,-0.13423,0.10082
17.34500,-0.00043,-0.13635,0.10014
17.35000,-0.00041,-0.13841,0.09946
17.35500,-0.00041,-0.14043,0.09876
17.36000,-0.00042,-0.14246,0.09805
17.36500,-0.00042,-0.14451,0.09733
17.37000,-0.00043,-0.14660,0.09661
17.37500,-0.00041,-0.14867,0.09587
17.38000,-0.00040,-0.15067,0.09512
17.38500,-0.00038,-0.15259,0.09436
17.39000,-0.00030,-0.15427,0.09359
17.39500,-0.00023,-0.15557,0.09282
17.40000,-0.00018,-0.15659,0.09204
17.40500,-0.00013,-0.15737,0.09125
17.41000,-0.00008,-0.15789,0.09047
17.41500,-0.00004,-0.15820,0.08967
17.42000,0.00000,-0.15832,0.08888
17.42500,0.00002,-0.15828,0.08809
17.43000,0.00003,-0.15816,0.08730
17.43500,0.00004,-0.15797,0.08651
17.44000,0.00005,-0.15774,0.08572
17.44500,0.00007,-0.15744,0.08493
17.45000,0.00008,-0.15705,0.08415
17.45500,0.00006,-0.15670,0.08336
17.46000,0.00006,-0.15640,0.08258
17.46500,0.00005,-0.15613,0.08180
17.47000,0.00003,-0.15593,0.08102
17.47500,0.00005,-0.15573,0.08024
17.48000,0.00002,-0.15557,0.07946
17.48500,-0.00002,-0.15559,0.07868
17.49000,-0.00004,-0.15574,0.07790
17.49500,-0.00006,-0.15597,0.07713
17.50000,-0.00007,-0.15627,0.07635
17.50500,-0.00005,-0.15655,0.07556
17.51000,-0.00004,-0.15676,0.07478
17.51500,0.00000,-0.15686,0.07400
17.52000,0.00006,-0.15672,0.07321
17.52500,0.00012,-0.15630,0.07243
17.53000,0.00021,-0.15549,0.07165
17.53500,0.00028,-0.15428,0.07087
17.54000,0.00034,-0.15277,0.07011
17.54500,0.00040,-0.15095,0.06935
17.55000,0.00044,-0.14887,0.06860
17.55500,0.00048,-0.14661,0.06786
17.56000,0.00051,-0.14418,0.06713
17.56500,0.00052,-0.14166,0.06642
17.57000,0.00050,-0.13915,0.06572
17.57500,0.00048,-0.13674,0.06503
17.58000,0.00045,-0.13447,0.06435
17.58500,0.00041,-0.13235,0.06368
17.59000,0.00037,-0.13042,0.06302
17.59500,0.00029,-0.12878,0.06238
17.60000,0.00024,-0.12748,0.06174
17.60500,0.00017,-0.12648,0.06110
17.61000,0.00011,-0.12580,0.06047
17.61500,0.00004,-0.12543,0.05984
17.62000,-0.00007,-0.12549,0.05922
17.62500,-0.00014,-0.12600,0.05859
17.63000,-0.00023,-0.12690,0.05795
17.63500,-0.00028,-0.12815,0.05732
17.64000,-0.00030,-0.12958,0.05667
17.64500,-0.00032,-0.13110,0.05602
17.65000,-0.00029,-0.13258,0.05536
17.65500,-0.00027,-0.13395,0.05470
17.66000,-0.00019,-0.13508,0.05402
17.66500,-0.00011,-0.13581,0.05335
17.67000,-0.00003,-0.13617,0.05267
17.67500,0.00006,-0.13609,0.05198
17.68000,0.00012,-0.13564,0.05131
17.68500,0.00020,-0.13485,0.05063
17.69000,0.00027,-0.13369,0.04996
17.69500,0.00036,-0.13213,0.04929
17.70000,0.00046,-0.13013,0.04864
17.70500,0.00054,-0.12767,0.04799
17.71000,0.00065,-0.12475,0.04736
17.71500,0.00076,-0.12129,0.04675
17.72000,0.00090,-0.11722,0.04615
17.72500,0.00100,-0.11256,0.04557
17.73000,0.00110,-0.10741,0.04502
17.73500,0.00119,-0.10178,0.04450
17.74000,0.00124,-0.09580,0.04401
17.74500,0.00129,-0.08958,0.04354
17.75000,0.00132,-0.08317,0.04311
17.75500,0.00130,-0.07674,0.04271
17.76000,0.00125,-0.07050,0.04234
17.76500,0.00120,-0.06450,0.04201
17.77000,0.00114,-0.05875,0.04170
17.77500,0.00108,-0.05330,0.04142
17.78000,0.00102,-0.04815,0.04116
17.78500,0.00096,-0.04331,0.04094
17.79000,0.00091,-0.03872,0.04073
17.79500,0.00084,-0.03441,0.04055
17.80000,0.00076,-0.03050,0.04039
17.80500,0.00065,-0.02705,0.04024
17.81000,0.00054,-0.02413,0.04012
17.81500,0.00041,-0.02181,0.04000
17.82000,0.00027,-0.02015,0.03990
17.82500,0.00014,-0.01913,0.03980
17.83000,0.00002,-0.01873,0.03970
17.83500,-0.00008,-0.01889,0.03961
17.84000,-0.00018,-0.01954,0.03951
17.84500,-0.00025,-0.02061,0.03941
17.85000,-0.00031,-0.02199,0.03931
17.85500,-0.00037,-0.02365,0.03919
17.86000,-0.00043,-0.02562,0.03907
17.86500,-0.00049,-0.02788,0.03894
17.87000,-0.00055,-0.03043,0.03879
17.87500,-0.00057,-0.03316,0.03863
17.88000,-0.00060,-0.03603,0.03846
17.88500,-0.00062,-0.03902,0.03827
17.89000,-0.00060,-0.04199,0.03807
17.89500,-0.00057,-0.04484,0.03785
17.90000,-0.00051,-0.04749,0.03762
17.90500,-0.00044,-0.04982,0.03738
17.91000,-0.00031,-0.05165,0.03712
17.91500,-0.00020,-0.05290,0.03686
17.92000,-0.00010,-0.05363,0.03660
17.92500,0.00002,-0.05383,0.03633
17.93000,0.00011,-0.05351,0.03606
17.93500,0.00021,-0.05271,0.03579
17.94000,0.00027,-0.05153,0.03553
17.94500,0.00032,-0.05009,0.03528
17.95000,0.00039,-0.04835,0.03503
17.95500,0.00042,-0.04635,0.03479
17.96000,0.00045,-0.04421,0.03457
17.96500,0.00049,-0.04189,0.03435
17.97000,0.00051,-0.03942,0.03415
17.97500,0.00049,-0.03696,0.03396
17.98000,0.00048,-0.03459,0.03378
17.98500,0.00046,-0.03229,0.03361
17.99000,0.00043,-0.03011,0.03346
17.99500,0.00043,-0.02800,0.03331
18.00000,0.00042,-0.02592,0.03318
18.00500,0.00040,-0.02391,0.03305
18.01000,0.00040,-0.02196,0.03294
18.01500,0.00040,-0.02000,0.03283
18.02000,0.00039,-0.01805,0.03274
18.02500,0.00040,-0.01610,0.03265
18.03000,0.00041,-0.01410,0.03258
18.03500,0.00037,-0.01219,0.03251
18.04000,0.00038,-0.01034,0.03245
18.04500,0.00038,-0.00848,0.03241
18.05000,0.00036,-0.00667,0.03237
18.05500,0.00038,-0.00485,0.03234
18.06000,0.00037,-0.00302,0.03232
18.06500,0.00035,-0.00127,0.03231
18.07000,0.00030,0.00033,0.03231
18.07500,0.00026,0.00171,0.03231
18.08000,0.00025,0.00295,0.03232
18.08500,0.00022,0.00409,0.03234
18.09000,0.00017,0.00503,0.03237
18.09500,0.00012,0.00574,0.03239
18.10000,0.00006,0.00619,0.03242
18.10500,-0.00001,0.00632,0.03245
18.11000,-0.00008,0.00609,0.03248
18.11500,-0.00014,0.00555,0.03251
18.12000,-0.00019,0.00474,0.03254
18.12500,-0.00028,0.00359,0.03256
18.13000,-0.00031,0.00215,0.03258
18.13500,-0.00033,0.00058,0.03258
18.14000,-0.00036,-0.00110,0.03258
18.14500,-0.00037,-0.00289,0.03257
18.15000,-0.00038,-0.00473,0.03255
18.15500,-0.00040,-0.00665,0.03252
18.16000,-0.00042,-0.00866,0.03249
18.16500,-0.00040,-0.01066,0.03244
18.17000,-0.00040,-0.01264,0.03238
18.17500,-0.00039,-0.01457,0.03231
18.18000,-0.00038,-0.01646,0.03223
18.18500,-0.00043,-0.01844,0.03215
18.19000,-0.00046,-0.02062,0.03205
18.19500,-0.00049,-0.02295,0.03194
18.20000,-0.00057,-0.02555,0.03182
18.20500,-0.00066,-0.02856,0.03168
18.21000,-0.00072,-0.03193,0.03153
18.21500,-0.00077,-0.03559,0.03136
18.22000,-0.00080,-0.03945,0.03118
18.22500,-0.00079,-0.04336,0.03097
18.23000,-0.00080,-0.04727,0.03074
18.23500,-0.00080,-0.05119,0.03050
18.24000,-0.00078,-0.05505,0.03023
18.24500,-0.00077,-0.05886,0.02995
18.25000,-0.00079,-0.06269,0.02964
18.25500,-0.00077,-0.06650,0.02932
18.26000,-0.00074,-0.07022,0.02898
18.26500,-0.00075,-0.07389,0.02862
18.27000,-0.00076,-0.07759,0.02824
18.27500,-0.00074,-0.08126,0.02784
18.28000,-0.00070,-0.08480,0.02743
18.28500,-0.00068,-0.08819,0.02699
18.29000,-0.00066,-0.09148,0.02654
18.29500,-0.00063,-0.09464,0.02608
18.30000,-0.00061,-0.09769,0.02560
18.30500,-0.00062,-0.10071,0.02510
18.31000,-0.00062,-0.10374,0.02459
18.31500,-0.00062,-0.10680,0.02406
18.32000,-0.00065,-0.10993,0.02352
18.32500,-0.00069,-0.11322,0.02296
18.33000,-0.00078,-0.11684,0.02239
18.33500,-0.00087,-0.12090,0.02180
18.34000,-0.00097,-0.12542,0.02118
18.34500,-0.00106,-0.13038,0.02054
18.35000,-0.00110,-0.13567,0.01988
18.35500,-0.00115,-0.14118,0.01918
18.36000,-0.00115,-0.14682,0.01846
18.36500,-0.00111,-0.15237,0.01772
18.37000,-0.00107,-0.15771,0.01694
18.37500,-0.00103,-0.16286,0.01614
18.38000,-0.00100,-0.16785,0.01531
18.38500,-0.00093,-0.17258,0.01446
18.39000,-0.00090,-0.17706,0.01359
18.39500,-0.00086,-0.18136,0.01269
18.40000,-0.00084,-0.18552,0.01177
18.40500,-0.00079,-0.18951,0.01084
18.41000,-0.00071,-0.19318,0.00988
18.41500,-0.00066,-0.19652,0.00890
18.42000,-0.00060,-0.19960,0.00791
18.42500,-0.00056,-0.20245,0.00691
18.43000,-0.00053,-0.20513,0.00589
18.43500,-0.00049,-0.20763,0.00486
18.44000,-0.00047,-0.20999,0.00381
18.44500,-0.00043,-0.21222,0.00276
18.45000,-0.00041,-0.21428,0.00169
18.45500,-0.00039,-0.21623,0.00062
18.46000,-0.00038,-0.21810,-0.00047
18.46500,-0.00039,-0.21998,-0.00157
18.47000,-0.00041,-0.22194,-0.00267
18.47500,-0.00043,-0.22399,-0.00379
18.48000,-0.00048,-0.22624,-0.00491
18.48500,-0.00052,-0.22871,-0.00605
18.49000,-0.00055,-0.23134,-0.00720
18.49500,-0.00059,-0.23415,-0.00836
18.50000,-0.00058,-0.23703,-0.00954
18.50500,-0.00052,-0.23973,-0.01073
18.51000,-0.00047,-0.24216,-0.01194
18.51500,-0.00038,-0.24425,-0.01315
18.52000,-0.00030,-0.24593,-0.01438
18.52500,-0.00021,-0.24719,-0.01561
18.53000,-0.00013,-0.24803,-0.01685
18.53500,-0.00008,-0.24856,-0.01809
18.54000,-0.00003,-0.24884,-0.01933
18.54500,-0.00002,-0.24897,-0.02058
18.55000,0.00000,-0.24902,-0.02182
18.55500,-0.00001,-0.24903,-0.02307
18.56000,-0.00004,-0.24916,-0.02431
18.56500,-0.00004,-0.24936,-0.02556
18.57000,-0.00006,-0.24959,-0.02681
18.57500,-0.00007,-0.24990,-0.02806
18.58000,0.00000,-0.25007,-0.02931
18.58500,0.00005,-0.24994,-0.03056
18.59000,0.00008,-0.24960,-0.03181
18.59500,0.00015,-0.24904,-0.03305
18.60000,0.00023,-0.24812,-0.03430
18.60500,0.00030,-0.24681,-0.03553
18.61000,0.00040,-0.24510,-0.03676
18.61500,0.00052,-0.24286,-0.03798
18.62000,0.00063,-0.24006,-0.03919
18.62500,0.00073,-0.23672,-0.04038
18.63000,0.00080,-0.23295,-0.04156
18.63500,0.00087,-0.22884,-0.04271
18.64000,0.00096,-0.22435,-0.04385
18.64500,0.00101,-0.21953,-0.04496
18.65000,0.00107,-0.21443,-0.04604
18.65500,0.00107,-0.20918,-0.04710
18.66000,0.00104,-0.20400,-0.04813
18.66500,0.00100,-0.19899,-0.04914
18.67000,0.00093,-0.19426,-0.05012
18.67500,0.00084,-0.18992,-0.05108
18.68000,0.00071,-0.18613,-0.05202
18.68500,0.00058,-0.18297,-0.05295
18.69000,0.00045,-0.18044,-0.05385
18.69500,0.00029,-0.17862,-0.05475
18.70000,0.00019,-0.17743,-0.05564
18.70500,0.00007,-0.17680,-0.05653
18.71000,-0.00004,-0.17674,-0.05741
18.71500,-0.00012,-0.17714,-0.05829
18.72000,-0.00016,-0.17783,-0.05918
18.72500,-0.00022,-0.17876,-0.06007
18.73000,-0.00025,-0.17989,-0.06097
18.73500,-0.00022,-0.18104,-0.06187
18.74000,-0.00019,-0.18206,-0.06278
18.74500,-0.00011,-0.18280,-0.06369
18.75000,-0.00002,-0.18312,-0.06461
18.75500,0.00005,-0.18305,-0.06552
18.76000,0.00010,-0.18266,-0.06644
18.76500,0.00016,-0.18202,-0.06735
18.77000,0.00020,-0.18114,-0.06826
18.77500,0.00023,-0.18009,-0.06916
18.78000,0.00025,-0.17893,-0.07006
18.78500,0.00029,-0.17762,-0.07095
18.79000,0.00030,-0.17617,-0.07183
18.79500,0.00026,-0.17480,-0.07271
18.80000,0.00026,-0.17352,-0.07358
18.80500,0.00025,-0.17228,-0.07445
18.81000,0.00018,-0.17124,-0.07530
18.81500,0.00017,-0.17040,-0.07616
18.82000,0.00014,-0.16963,-0.07701
18.82500,0.00010,-0.16905,-0.07786
18.83000,0.00012,-0.16851,-0.07870
18.83500,0.00014,-0.16786,-0.07954
18.84000,0.00016,-0.16714,-0.08038
18.84500,0.00024,-0.16618,-0.08121
18.85000,0.00034,-0.16478,-0.08204
18.85500,0.00042,-0.16292,-0.08286
18.86000,0.00053,-0.16058,-0.08367
18.86500,0.00064,-0.15770,-0.08446
18.87000,0.00074,-0.15433,-0.08524
18.87500,0.00088,-0.15036,-0.08601
18.88000,0.00098,-0.14579,-0.08675
18.88500,0.00106,-0.14077,-0.08746
18.89000,0.00113,-0.13537,-0.08815
18.89500,0.00115,-0.12977,-0.08882
18.90000,0.00113,-0.12418,-0.08945
18.90500,0.00108,-0.11876,-0.09006
18.91000,0.00100,-0.11365,-0.09064
18.91500,0.00090,-0.10898,-0.09120
18.92000,0.00082,-0.10476,-0.09173
18.92500,0.00070,-0.10102,-0.09224
18.93000,0.00055,-0.09795,-0.09274
18.93500,0.00045,-0.09550,-0.09322
18.94000,0.00034,-0.09358,-0.09370
18.94500,0.00021,-0.09224,-0.09416
18.95000,0.00014,-0.09137,-0.09462
18.95500,0.00007,-0.09084,-0.09508
18.96000,-0.00003,-0.09073,-0.09553
18.96500,-0.00007,-0.09098,-0.09598
18.97000,-0.00012,-0.09145,-0.09644
18.97500,-0.00015,-0.09212,-0.09690
18.98000,-0.00013,-0.09281,-0.09736
18.98500,-0.00014,-0.09347,-0.09783
18.99000,-0.00014,-0.09417,-0.09830
18.99500,-0.00010,-0.09476,-0.09877
19.00000,-0.00005,-0.09514,-0.09924
19.00500,0.00003,-0.09520,-0.09972
19.01000,0.00014,-0.09476,-0.10019
19.01500,0.00022,-0.09387,-0.10067
19.02000,0.00031,-0.09258,-0.10113
19.02500,0.00047,-0.09068,-0.10159
19.03000,0.00057,-0.08814,-0.10204
19.03500,0.00067,-0.08511,-0.10247
19.04000,0.00078,-0.08156,-0.10289
19.04500,0.00085,-0.07757,-0.10329
19.05000,0.00093,-0.07320,-0.10366
19.05500,0.00101,-0.06843,-0.10402
19.06000,0.00109,-0.06327,-0.10435
19.06500,0.00115,-0.05776,-0.10465
19.07000,0.00123,-0.05193,-0.10492
19.07500,0.00128,-0.04580,-0.10517
19.08000,0.00133,-0.03942,-0.10538
19.08500,0.00142,-0.03270,-0.10556
19.09000,0.00146,-0.02565,-0.10571
19.09500,0.00154,-0.01830,-0.10582
19.10000,0.00160,-0.01061,-0.10589
19.10500,0.00163,-0.00271,-0.10592
19.11000,0.00169,0.00544,-0.10592
19.11500,0.00172,0.01380,-0.10587
19.12000,0.00171,0.02221,-0.10578
19.12500,0.00172,0.03064,-0.10565
19.13000,0.00172,0.03907,-0.10547
19.13500,0.00168,0.04740,-0.10526
19.14000,0.00166,0.05557,-0.10500
19.14500,0.00163,0.06364,-0.10470
19.15000,0.00156,0.07148,-0.10436
19.15500,0.00153,0.07908,-0.10399
19.16000,0.00145,0.08638,-0.10357
19.16500,0.00132,0.09317,-0.10312
19.17000,0.00125,0.09949,-0.10264
19.17500,0.00118,0.10545,-0.10213
19.18000,0.00108,0.11098,-0.10159
19.18500,0.00101,0.11610,-0.10102
19.19000,0.00092,0.12085,-0.10043
19.19500,0.00083,0.12516,-0.09981
19.20000,0.00077,0.12911,-0.09918
19.20500,0.00066,0.13261,-0.09852
19.21000,0.00058,0.13563,-0.09785
19.21500,0.00054,0.13837,-0.09717
19.22000,0.00048,0.14088,-0.09647
19.22500,0.00043,0.14312,-0.09576
19.23000,0.00038,0.14510,-0.09504
19.23500,0.00033,0.14683,-0.09431
19.24000,0.00025,0.14825,-0.09357
19.24500,0.00017,0.14930,-0.09282
19.25000,0.00008,0.14993,-0.09208
19.25500,-0.00005,0.15001,-0.09133
19.26000,-0.00019,0.14941,-0.09058
19.26500,-0.00034,0.14811,-0.08983
19.27000,-0.00054,0.14596,-0.08910
19.27500,-0.00077,0.14275,-0.08838
19.28000,-0.00103,0.13834,-0.08767
19.28500,-0.00129,0.13265,-0.08699
19.29000,-0.00156,0.12566,-0.08635
19.29500,-0.00185,0.11730,-0.08574
19.30000,-0.00213,0.10754,-0.08518
19.30500,-0.00238,0.09648,-0.08467
19.31000,-0.00261,0.08424,-0.08421
19.31500,-0.00282,0.07093,-0.08383
19.32000,-0.00299,0.05668,-0.08351
19.32500,-0.00314,0.04165,-0.08326
19.33000,-0.00325,0.02598,-0.08309
19.33500,-0.00335,0.00981,-0.08300
19.34000,-0.00340,-0.00674,-0.08299
19.34500,-0.00342,-0.02348,-0.08307
19.35000,-0.00343,-0.04027,-0.08323
19.35500,-0.00340,-0.05702,-0.08347
19.36000,-0.00337,-0.07364,-0.08380
19.36500,-0.00325,-0.08987,-0.08421
19.37000,-0.00309,-0.10542,-0.08470
19.37500,-0.00295,-0.12025,-0.08526
19.38000,-0.00278,-0.13431,-0.08590
19.38500,-0.00259,-0.14747,-0.08660
19.39000,-0.00239,-0.15967,-0.08737
19.39500,-0.00222,-0.17097,-0.08820
19.40000,-0.00203,-0.18139,-0.08908
19.40500,-0.00186,-0.19094,-0.09001
19.41000,-0.00172,-0.19972,-0.09099
