0.016,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.88,0.96,1.04,1.12,1.2,1.28,4,12
160.000000,160.000000,179.892408,187.825108,194.218300,199.603125,204.272241,208.405006,212.119710,215.498697,218.601708,221.473534,224.148662,226.654243,229.012051,231.239832,287.543832,287.543832
